animal_type,primary_color,sex,dob,intake_date,intake_condition,intake_type,intake_subtype,outcome_date,outcome_type,outcome_is_dead,geopoint,adopted,age,month,season
cat,gray,Female,2014-06-28,2017-06-28,normal,stray,otc,2017-07-02,rescue,FALSE,"33.7944113, -118.1529638",No,10,07,Summer
cat,orange tabby,Neutered,2020-04-27,2020-07-18,normal,stray,trap,2020-07-28,"shelter, neuter, return",FALSE,"33.8105414, -118.1111403",No,4,07,Summer
cat,brown  tabby,Spayed,2018-08-25,2019-05-25,fractious,stray,otc,2019-06-13,"shelter, neuter, return",FALSE,"33.8105414, -118.1111403",No,6,06,Summer
cat,brown,Spayed,2009-07-01,2018-10-25,normal,owner surrender,otc,2018-12-29,adoption,FALSE,"33.8108011, -118.103376",Yes,15,12,Winter
cat,lynx point,Neutered,2014-03-04,2022-02-10,normal,owner surrender,field,2022-04-06,adoption,FALSE,"33.7753409, -118.196353",Yes,11,04,Spring
cat,brown  tabby,Male,2018-05-23,2018-06-13,under age/weight,stray,otc,2018-06-16,rescue,FALSE,"33.7580241, -118.2223149",No,6,06,Summer
cat,gray tabby,Female,2021-03-13,2021-05-13,normal,stray,otc,2021-05-16,adoption,FALSE,"33.871396, -118.1569989",Yes,4,05,Spring
cat,white,Male,2019-04-22,2019-04-22,under age/weight,stray,otc,2019-07-05,missing,FALSE,"33.8462386, -118.1952067",No,5,07,Summer
wild,brown,Unknown,2024-04-24,2024-07-24,ill severe,wildlife,field,2024-07-24,euthanasia,TRUE,"33.8123887, -118.0797434",No,0,07,Summer
dog,black,Spayed,2021-04-06,2021-10-06,normal,owner surrender,NA,2022-02-12,adoption,FALSE,"33.81361589999999, -118.1783433",Yes,3,02,Winter
dog,black,Neutered,2022-08-18,2023-01-18,normal,stray,field,2023-01-26,transfer,FALSE,"33.8139939, -118.2122091",No,2,01,Winter
other,gray,Female,2018-03-01,2019-03-01,ill severe,wildlife,field,2019-03-01,euthanasia,TRUE,"33.8124588, -118.123221",No,7,03,Spring
other,gray,Unknown,2024-03-12,2024-04-27,under age/weight,wildlife,field,2024-04-27,euthanasia,TRUE,"33.812941, -118.1675688",No,1,04,Spring
wild,gray,Female,2021-07-27,2024-07-27,injured  severe,wildlife,field,2024-07-27,euthanasia,TRUE,"33.8124984, -118.0777748",No,3,07,Summer
dog,black,Female,2019-05-26,2022-05-28,behavior  moderate,owner surrender,otc,2022-09-19,euthanasia,TRUE,"33.8125045, -118.0777971",No,5,09,Fall
cat,gray,Female,2018-06-12,2018-06-29,under age/weight,stray,otc,2018-07-07,euthanasia,TRUE,"33.8125045, -118.0777971",No,6,07,Summer
cat,black,Spayed,2016-06-29,2018-06-29,normal,stray,trap,2018-07-24,"shelter, neuter, return",FALSE,"33.8125045, -118.0777971",No,8,07,Summer
cat,black,Neutered,2017-10-28,2020-10-28,fractious,stray,trap,2020-11-03,"shelter, neuter, return",FALSE,"33.8134924, -118.1991629",No,7,11,Fall
cat,brown  tabby,Spayed,2022-05-25,2022-07-06,ill moderatete,stray,otc,2022-07-19,adoption,FALSE,"33.7858891, -118.1556202",Yes,2,07,Summer
cat,black,Male,2018-04-20,2018-05-31,under age/weight,stray,otc,2018-08-16,adoption,FALSE,"33.8707061, -118.1566013",Yes,6,08,Summer
cat,black,Female,2018-09-23,2018-10-14,under age/weight,stray,field,2018-10-14,euthanasia,TRUE,"33.8707061, -118.1566013",No,6,10,Fall
wild,gray,Unknown,2019-04-20,2019-04-26,under age/weight,wildlife,field,2019-04-26,euthanasia,TRUE,"33.8783249, -118.1567827",No,5,04,Spring
wild,gray,Unknown,2019-04-20,2019-04-26,under age/weight,wildlife,field,2019-04-26,euthanasia,TRUE,"33.8783249, -118.1567827",No,5,04,Spring
cat,gray,Spayed,2022-03-23,2022-05-19,normal,stray,otc,2022-07-20,adoption,FALSE,"33.8783249, -118.1567827",Yes,3,07,Summer
cat,gray,Neutered,2023-09-22,2023-11-03,under age/weight,stray,otc,2024-01-17,adoption,FALSE,"33.8783249, -118.1567827",Yes,1,01,Winter
dog,gray,Neutered,2016-04-20,2018-04-20,normal,confiscate,police,2019-02-12,adoption,FALSE,"33.7826031, -118.15565",Yes,8,02,Winter
cat,brown  tabby,Male,2020-08-30,2023-08-30,ill mild,stray,field,2023-09-02,return to owner,FALSE,"33.8745209, -118.1561696",No,4,09,Fall
dog,brown,Neutered,2022-10-01,2023-02-01,normal,stray,otc,2023-02-12,adoption,FALSE,"33.8745209, -118.1561696",Yes,2,02,Winter
cat,black,Unknown,2017-04-11,2017-05-11,under age/weight,stray,field,2017-05-12,rescue,FALSE,"33.8745209, -118.1561696",No,7,05,Spring
dog,brown brindle,Spayed,2013-08-05,2017-01-29,normal,stray,field,2017-01-29,return to owner,FALSE,"33.8714924, -118.1566022",No,11,01,Winter
dog,white,Neutered,2021-01-22,2023-01-22,normal,stray,otc,2023-02-12,adoption,FALSE,"33.8731465, -118.1566039",Yes,4,02,Winter
dog,black,Male,2015-07-31,2017-07-31,injured  moderate,stray,field,2017-08-04,return to owner,FALSE,"33.8134848, -118.2100266",No,9,08,Summer
dog,gray,Neutered,2016-06-30,2017-06-30,injured  mild,stray,field,2017-07-07,adoption,FALSE,"33.8134907, -118.1969697",Yes,8,07,Summer
dog,white,Female,2024-05-05,2024-11-03,normal,stray,NA,2024-11-08,rescue,FALSE,"33.8136212, -118.2074957",No,0,11,Fall
dog,blue,Female,2013-11-15,2018-09-06,aged,stray,field,2019-02-16,rescue,FALSE,"33.8136212, -118.2074957",No,11,02,Winter
bird,yellow,Unknown,2022-03-15,2022-04-15,under age/weight,wildlife,field,2022-04-16,transfer,FALSE,"33.8133688, -118.1066543",No,3,04,Spring
cat,orange tabby,Neutered,2015-11-27,2023-06-04,normal,stray,otc,2023-06-16,community cat,FALSE,"33.8130768, -118.1312988",No,9,06,Summer
cat,orange tabby,Neutered,2015-11-27,2024-11-22,ill mild,stray,otc,2024-12-12,euthanasia,TRUE,"33.8130895, -118.1313058",No,9,12,Winter
other,brown,Male,2019-06-22,2019-08-22,injured  mild,wildlife,field,2019-08-22,transfer,FALSE,"33.8127265, -118.0970214",No,5,08,Summer
cat,black,Male,2020-06-09,2020-07-09,under age/weight,stray,field,2020-07-12,rescue,FALSE,"33.8130327, -118.0744759",No,4,07,Summer
cat,orange,Neutered,2023-05-01,2023-05-31,ill mild,stray,otc,2023-07-28,adoption,FALSE,"33.8126778, -118.1148167",Yes,1,07,Summer
dog,gray,Neutered,2015-08-25,2019-12-05,normal,stray,field,2019-12-13,return to owner,FALSE,"33.8124629, -118.1241616",No,9,12,Winter
wild,brown,Unknown,2019-10-17,2020-10-17,injured  severe,wildlife,field,2020-10-17,euthanasia,TRUE,"33.813086, -118.1329442",No,5,10,Fall
dog,brown,Spayed,2018-01-01,2020-12-30,normal,stray,otc,2021-01-09,adoption,FALSE,"33.8126778, -118.1148167",Yes,7,01,Winter
dog,gray,Female,2020-11-05,2022-05-05,behavior  mild,owner surrender,otc,2022-09-21,adoption,FALSE,"33.81247010000001, -118.2210926",Yes,4,09,Fall
cat,brown  tabby,Male,2017-01-23,2017-06-23,normal,owner surrender,otc,2017-07-02,transfer,FALSE,"33.81247010000001, -118.2210926",No,8,07,Summer
dog,white,Male,2016-09-11,2017-02-11,normal,owner surrender,otc,2017-02-12,transfer,FALSE,"33.8130344, -118.0986728",No,8,02,Winter
other,brown,Unknown,2023-12-13,2024-12-13,injured  severe,wildlife,field,2024-12-13,euthanasia,TRUE,"33.8126885, -118.0920447",No,1,12,Winter
rabbit,white,Spayed,2022-10-19,2023-10-19,normal,stray,otc,2024-02-18,adoption,FALSE,"33.8132411, -118.1759668",Yes,2,02,Winter
dog,black,Male,2012-07-12,2019-07-12,normal,owner surrender,field,2019-08-06,euthanasia,TRUE,"33.8134866, -118.2013395",No,12,08,Summer
cat,black,Neutered,2024-06-22,2024-07-05,under age/weight,stray,otc,2024-09-13,adoption,FALSE,"33.8134702, -118.1937112",Yes,0,09,Fall
wild,brown,Unknown,2021-08-19,2021-09-19,injured  moderate,wildlife,field,2021-09-19,euthanasia,TRUE,"33.8133442, -118.1075958",No,3,09,Fall
wild,brown,Unknown,2021-08-19,2021-09-19,injured  moderate,wildlife,field,2021-09-19,euthanasia,TRUE,"33.8133442, -118.1075958",No,3,09,Fall
cat,black,Neutered,2014-03-29,2017-03-29,feral,stray,field,2017-04-07,"shelter, neuter, return",FALSE,"33.8134586, -118.1871894",No,11,04,Spring
cat,gray tabby,Unknown,2017-04-11,2017-04-06,feral,stray,field,2017-04-25,rescue,FALSE,"33.8134586, -118.1871894",No,7,04,Spring
cat,gray,Unknown,2017-04-11,2017-04-06,feral,stray,field,2017-04-25,rescue,FALSE,"33.8134586, -118.1871894",No,7,04,Spring
bird,green,Unknown,2018-01-07,2018-07-07,injured  mild,wildlife,otc,2018-07-07,euthanasia,TRUE,"33.8123467, -118.0999599",No,7,07,Summer
wild,black,Unknown,2022-09-26,2024-09-26,injured  moderate,wildlife,field,2024-09-26,euthanasia,TRUE,"33.8127048, -118.0961719",No,2,09,Fall
dog,black,Male,2022-08-17,2024-08-17,injured  moderate,stray,field,2024-08-23,return to owner,FALSE,"33.8139927, -118.215392",No,2,08,Summer
cat,brown  tabby,Male,2023-09-08,2023-09-28,ill mild,stray,field,2023-11-16,rescue,FALSE,"33.81247010000001, -118.2210926",No,1,11,Fall
cat,black,Neutered,2019-04-04,2023-03-26,i/i report,stray,field,2023-05-13,community cat,FALSE,"33.8810061, -118.1565482",No,5,05,Spring
dog,brown brindle,Spayed,2016-06-03,2017-05-23,normal,stray,field,2017-05-24,return to owner,FALSE,"33.8123726, -118.0788915",No,8,05,Spring
wild,brown,Female,2017-09-02,2022-09-02,ill severe,wildlife,field,2022-09-02,euthanasia,TRUE,"33.8123726, -118.0788915",No,7,09,Fall
other,gray,Unknown,2022-10-03,2023-10-03,injured  severe,wildlife,field,2023-10-03,euthanasia,TRUE,"33.8128365, -118.1149119",No,2,10,Fall
cat,brown  tabby,Spayed,2023-06-04,2023-07-19,injured  mild,stray,otc,2023-07-22,rescue,FALSE,"33.8128365, -118.1149119",No,1,07,Summer
cat,gray tabby,Neutered,2024-03-24,2024-05-21,normal,return,NA,2024-06-22,adoption,FALSE,"33.8745209, -118.1561696",Yes,1,06,Summer
cat,gray,Neutered,2024-04-27,2024-06-06,under age/weight,stray,otc,2024-06-22,adoption,FALSE,"33.8136402, -118.2086909",Yes,0,06,Summer
dog,brown,Female,2024-01-26,2024-09-26,normal,stray,otc,2024-09-26,return to owner,FALSE,"33.8127308, -118.0970206",No,1,09,Fall
cat,calico dilute,Spayed,2022-03-13,2024-03-13,ill mild,stray,otc,2024-04-07,adoption,FALSE,"33.8137619, -118.192682",Yes,3,04,Spring
cat,black,Unknown,2018-09-01,2018-09-10,under age/weight,stray,field,2018-09-10,euthanasia,TRUE,"33.8707061, -118.1566013",No,6,09,Fall
cat,black,Male,2022-05-15,2022-06-02,under age/weight,stray,otc,2022-06-04,euthanasia,TRUE,"33.8714924, -118.1566022",No,2,06,Summer
cat,brown  tabby,Unknown,2020-09-16,2023-09-16,ill severe,stray,field,2023-09-17,euthanasia,TRUE,"33.7700504, -118.1937395",No,4,09,Fall
dog,brown,Female,2022-01-11,2022-09-11,normal,stray,field,2022-09-21,adoption,FALSE,"33.8144103, -118.116203",Yes,3,09,Fall
other,gray,Unknown,2024-03-08,2024-09-08,injured  severe,wildlife,field,2024-09-08,euthanasia,TRUE,"33.8130789, -118.1321184",No,1,09,Fall
cat,orange tabby,Female,2018-04-12,2018-05-12,under age/weight,stray,otc,2018-05-13,rescue,FALSE,"33.8134368, -118.1905774",No,6,05,Spring
cat,orange tabby,Male,2017-05-07,2017-06-07,under age/weight,stray,otc,2017-06-07,euthanasia,TRUE,"33.8134368, -118.1905774",No,7,06,Summer
cat,tortie,Female,2017-10-08,2017-12-08,normal,stray,otc,2017-12-21,rescue,FALSE,"33.8134368, -118.1905774",No,7,12,Winter
cat,brown  tabby,Female,2018-04-12,2018-05-12,under age/weight,stray,otc,2018-05-13,rescue,FALSE,"33.8134368, -118.1905774",No,6,05,Spring
cat,brown  tabby,Female,2018-04-12,2018-05-12,under age/weight,stray,otc,2018-05-13,rescue,FALSE,"33.8134368, -118.1905774",No,6,05,Spring
dog,tan,Spayed,2009-06-19,2018-06-19,normal,stray,otc,2018-06-19,return to owner,FALSE,"33.8125711, -118.0752242",No,15,06,Summer
wild,brown,Unknown,2017-03-12,2017-03-26,under age/weight,wildlife,field,2017-03-26,euthanasia,TRUE,"33.812347, -118.1203938",No,8,03,Spring
dog,gray,Female,2016-09-07,2017-03-24,normal,stray,field,2017-04-07,transfer,FALSE,"33.8123467, -118.0999599",No,8,04,Spring
bird,black,Unknown,2021-07-03,2023-07-03,injured  severe,stray,field,2023-07-03,transfer,FALSE,"33.8128365, -118.1149119",No,3,07,Summer
dog,white,Spayed,2023-02-24,2023-10-22,normal,owner surrender,field,2023-11-09,adoption,FALSE,"33.7836072, -118.1969724",Yes,2,11,Fall
dog,white,Spayed,2018-01-01,2022-07-03,normal,stray,otc,2022-07-05,return to owner,FALSE,"33.8323945, -118.1938411",No,7,07,Summer
cat,black,Male,2018-05-09,2019-02-07,normal,stray,otc,2019-02-09,return to owner,FALSE,"33.7685676, -118.1468512",No,6,02,Winter
dog,tan,Male,2017-10-26,2018-04-26,normal,stray,otc,2018-05-02,transfer,FALSE,"33.8134637, -118.2024109",No,7,05,Spring
bird,black,Unknown,2018-06-19,2018-09-19,injured  moderate,wildlife,field,2018-09-19,euthanasia,TRUE,"33.8332465, -118.1766294",No,6,09,Fall
dog,black,Male,2019-06-22,2019-11-22,normal,stray,field,2019-11-30,transfer,FALSE,"33.8154377, -118.1946023",No,5,11,Fall
cat,brown  tabby,Male,2020-08-07,2020-08-13,under age/weight,stray,field,2020-08-13,rescue,FALSE,"33.8154248, -118.1771993",No,4,08,Summer
other,pink,Unknown,2024-05-20,2024-05-26,under age/weight,wildlife,field,2024-05-26,euthanasia,TRUE,"33.8153097, -118.1232414",No,0,05,Spring
other,pink,Unknown,2024-05-20,2024-05-26,under age/weight,wildlife,field,2024-05-26,euthanasia,TRUE,"33.8153097, -118.1232414",No,0,05,Spring
dog,black,Female,2016-06-18,2017-06-18,normal,stray,field,2017-06-24,transfer,FALSE,"33.8151978, -118.1666361",No,8,06,Summer
cat,black,Male,2023-10-22,2024-10-22,injured  severe,stray,field,2024-10-23,euthanasia,TRUE,"33.8151978, -118.1666361",No,1,10,Fall
cat,cream,Unknown,2017-04-18,2017-05-18,under age/weight,stray,field,2017-05-18,rescue,FALSE,"33.8151978, -118.1666361",No,7,05,Spring
cat,gray,Spayed,2022-04-15,2022-05-15,normal,stray,otc,2022-06-04,adoption,FALSE,"33.8154203, -118.1954009",Yes,2,06,Summer
cat,seal point,Female,2022-04-15,2022-05-15,normal,stray,otc,2022-05-20,adoption,FALSE,"33.8154203, -118.1954009",Yes,2,05,Spring
cat,brown  tabby,Male,2022-04-15,2022-05-15,normal,stray,otc,2022-05-22,adoption,FALSE,"33.8154203, -118.1954009",Yes,2,05,Spring
bird,tan,Unknown,2017-03-11,2017-04-11,injured  mild,wildlife,otc,2017-04-11,euthanasia,TRUE,"33.8151582, -118.108797",No,8,04,Spring
cat,black tiger,Neutered,2017-01-16,2020-01-16,normal,stray,trap,2020-02-08,rescue,FALSE,"33.8154351, -118.1988625",No,8,02,Winter
cat,brown  tabby,Neutered,2015-01-15,2020-01-15,normal,owner surrender,otc,2020-03-21,adoption,FALSE,"33.8154351, -118.1988625",Yes,10,03,Spring
cat,black,Male,2010-12-19,2019-12-19,normal,stray,otc,2020-01-04,transfer,FALSE,"33.8154351, -118.1988625",No,14,01,Winter
cat,calico dilute,Female,2010-10-29,2018-10-29,ill moderatete,stray,field,2018-10-29,euthanasia,TRUE,"33.8153491, -118.2042427",No,14,10,Fall
dog,brown,Female,2015-08-09,2019-05-24,normal,confiscate,bite,2019-07-15,return to owner,FALSE,"33.8152958, -118.2111049",No,9,07,Summer
cat,brown  tabby,Neutered,2016-06-05,2019-06-05,normal,stray,trap,2019-06-14,"shelter, neuter, return",FALSE,"33.8152958, -118.2111049",No,8,06,Summer
dog,tan,Spayed,2016-01-26,2018-10-10,normal,owner surrender,otc,2018-10-11,transfer,FALSE,"33.7857712, -118.1545825",No,9,10,Fall
other,brown,Unknown,2021-08-27,2021-09-27,under age/weight,wildlife,field,2021-09-28,rescue,FALSE,"33.7639493, -118.1545998",No,3,09,Fall
cat,black,Neutered,2015-10-01,2020-10-01,behavior  moderate,stray,field,2020-11-21,adoption,FALSE,"33.771717, -118.1546023",Yes,9,11,Fall
cat,white,Spayed,2017-07-13,2020-07-13,fractious,stray,field,2020-07-21,"shelter, neuter, return",FALSE,"33.771717, -118.1546023",No,7,07,Summer
dog,black,Neutered,2014-06-27,2019-06-27,fractious,stray,otc,2019-07-20,adoption,FALSE,"33.8783359, -118.1556446",Yes,10,07,Summer
dog,gray,Female,2011-07-11,2023-07-09,ill mild,stray,otc,2023-07-18,rescue,FALSE,"33.8742039, -118.1555746",No,13,07,Summer
cat,white,Spayed,2022-03-27,2022-04-11,under age/weight,stray,field,2022-07-01,adoption,FALSE,"33.8742039, -118.1555746",Yes,3,07,Summer
cat,white,Female,2022-03-27,2022-04-11,under age/weight,stray,field,2022-06-12,adoption,FALSE,"33.8742039, -118.1555746",Yes,3,06,Summer
dog,brown,Neutered,2021-06-17,2022-06-17,injured  mild,stray,field,2022-07-01,rescue,FALSE,"33.8742039, -118.1555746",No,3,07,Summer
bird,black,Unknown,2020-06-15,2021-06-15,injured  mild,wildlife,field,2021-06-15,transfer,FALSE,"33.764399, -118.1544393",No,4,06,Summer
dog,brown,Neutered,2009-06-30,2019-06-30,ill severe,stray,field,2019-09-14,adoption,FALSE,"33.8640481, -118.1553992",Yes,15,09,Fall
rabbit,white,Spayed,2022-03-07,2022-10-26,normal,stray,otc,2022-11-11,adoption,FALSE,"33.8669485, -118.1553534",Yes,3,11,Fall
dog,brown,Female,2005-04-08,2017-04-08,ill moderatete,stray,field,2017-04-23,rescue,FALSE,"33.8152896, -118.2100264",No,19,04,Spring
dog,tricolor,Spayed,2017-08-14,2020-09-18,normal,welfare seized,police,2020-09-18,return to owner,FALSE,"33.8153034, -118.1969593",No,7,09,Fall
wild,brown,Unknown,2020-07-28,2020-09-12,injured  severe,wildlife,field,2020-09-12,euthanasia,TRUE,"33.815256, -118.1147395",No,4,09,Fall
cat,gray,Spayed,2016-07-22,2017-04-06,normal,stray,otc,2017-04-07,return to rescue,FALSE,"33.815446, -118.2021012",No,8,04,Spring
dog,tan,Male,2021-08-04,2022-08-04,normal,stray,otc,2022-08-20,return to owner,FALSE,"33.815446, -118.2021012",No,3,08,Summer
dog,black,Male,2007-09-06,2017-09-06,normal,owner surrender,otc,2017-09-13,rescue,FALSE,"33.8197825, -118.1064156",No,17,09,Fall
dog,fawn,Spayed,2011-02-25,2018-04-15,normal,stray,field,2018-04-15,return to owner,FALSE,"33.8030351, -118.075595",No,14,04,Spring
dog,black,Spayed,2013-08-18,2018-07-08,normal,stray,field,2018-07-09,return to owner,FALSE,"33.8030351, -118.075595",No,11,07,Summer
cat,black,Neutered,2017-12-13,2018-12-13,normal,stray,otc,2018-12-27,"shelter, neuter, return",FALSE,"33.8030351, -118.075595",No,7,12,Winter
cat,cream point,Spayed,2016-02-29,2020-02-29,ill mild,stray,otc,2020-03-01,return to owner,FALSE,"33.8151519, -118.1035357",No,9,03,Spring
wild,gray,Unknown,2021-09-28,2023-09-28,injured  moderate,wildlife,field,2023-09-28,euthanasia,TRUE,"33.8146, -118.0980971",No,3,09,Fall
wild,pink,Unknown,2020-02-28,2020-02-28,under age/weight,wildlife,field,2020-02-28,euthanasia,TRUE,"33.815278, -118.1784991",No,5,02,Winter
wild,pink,Unknown,2020-02-28,2020-02-28,under age/weight,wildlife,field,2020-02-28,euthanasia,TRUE,"33.815278, -118.1784991",No,5,02,Winter
cat,black,Spayed,2020-07-15,2023-07-15,fractious,stray,otc,2023-10-05,adoption,FALSE,"33.8152685, -118.0723042",Yes,4,10,Fall
wild,gray,Male,2022-11-17,2023-07-17,injured  moderate,wildlife,field,2023-07-17,rescue,FALSE,"33.8154538, -118.1999822",No,2,07,Summer
cat,black,Unknown,2019-02-26,2019-06-26,injured  severe,stray,field,2019-06-26,euthanasia,TRUE,"33.815485, -118.1390487",No,6,06,Summer
cat,black,Neutered,2014-01-26,2024-01-26,ill severe,stray,field,2024-01-26,euthanasia,TRUE,"33.8140692, -118.2208888",No,11,01,Winter
rabbit,brown,Unknown,2018-07-08,2019-07-08,injured  severe,wildlife,otc,2019-07-08,transfer,FALSE,"33.8153021, -118.176324",No,6,07,Summer
dog,blue,Female,2016-09-09,2018-09-09,normal,stray,field,2018-09-15,transfer,FALSE,"33.8154493, -118.2010953",No,8,09,Fall
dog,white,Neutered,2023-02-16,2024-07-21,normal,owner surrender,otc,2024-07-26,adoption,FALSE,"33.8144267, -118.1937341",Yes,2,07,Summer
dog,brown,Female,2014-04-10,2019-04-10,normal,stray,field,2019-04-10,return to owner,FALSE,"33.8144267, -118.1937341",No,10,04,Spring
cat,black,Neutered,2022-05-24,2022-06-24,ill moderatete,stray,otc,2022-08-07,adoption,FALSE,"33.815142, -118.1078408",Yes,2,08,Summer
dog,red,Neutered,2018-02-23,2021-02-23,injured  severe,stray,field,2021-03-21,adoption,FALSE,"33.8154098, -118.1915189",Yes,7,03,Spring
cat,gray,Neutered,2023-06-28,2023-08-16,under age/weight,stray,otc,2023-08-24,rescue,FALSE,"33.8154407, -118.2032095",No,1,08,Summer
cat,gray,Spayed,2022-03-22,2022-06-22,normal,stray,otc,2022-07-15,euthanasia,TRUE,"33.8154407, -118.2032095",No,3,07,Summer
cat,black,Spayed,2022-03-16,2022-06-22,normal,stray,otc,2022-07-16,adoption,FALSE,"33.8154407, -118.2032095",Yes,3,07,Summer
cat,black,Female,2023-08-07,2023-08-31,under age/weight,stray,otc,2023-10-23,rescue,FALSE,"33.8151978, -118.1666361",No,1,10,Fall
cat,black,Female,2023-08-07,2023-08-31,under age/weight,stray,otc,2023-09-15,rescue,FALSE,"33.8151978, -118.1666361",No,1,09,Fall
cat,black,Female,2023-08-07,2023-08-31,under age/weight,stray,otc,2023-09-15,rescue,FALSE,"33.8151978, -118.1666361",No,1,09,Fall
cat,brown  tabby,Spayed,2023-07-24,2023-08-30,under age/weight,stray,otc,2023-10-06,adoption,FALSE,"33.8625354, -118.1553261",Yes,1,10,Fall
cat,lynx point,Spayed,2022-05-16,2024-05-16,normal,stray,otc,2024-05-24,community cat,FALSE,"33.8663167, -118.1553912",No,2,05,Spring
dog,tan,Spayed,2023-08-12,2024-04-12,normal,stray,otc,2024-04-25,adoption,FALSE,"33.8677654, -118.155617",Yes,1,04,Spring
dog,brown,Neutered,2019-05-19,2023-07-05,normal,owner surrender,otc,2023-07-22,adoption,FALSE,"33.814931, -118.0751939",Yes,5,07,Summer
dog,black,Spayed,2024-07-22,2024-09-22,normal,owner surrender,otc,2024-09-27,rescue,FALSE,"33.8148953, -118.1139872",No,0,09,Fall
dog,black,Spayed,2024-07-22,2024-09-22,normal,owner surrender,otc,2024-09-27,rescue,FALSE,"33.8148953, -118.1139872",No,0,09,Fall
cat,orange,Neutered,2023-08-24,2024-02-15,normal,owner surrender,otc,2024-02-17,adoption,FALSE,"33.8146654, -118.2199275",Yes,1,02,Winter
cat,gray tabby,Neutered,2023-08-24,2024-02-15,normal,owner surrender,otc,2024-02-18,adoption,FALSE,"33.8146654, -118.2199275",Yes,1,02,Winter
dog,black,Female,2023-07-26,2023-10-25,normal,stray,otc,2023-10-29,adoption,FALSE,"33.814552, -118.0991507",Yes,1,10,Fall
bird,brown,Unknown,2021-01-14,2022-01-14,injured  severe,wildlife,field,2022-01-14,transfer,FALSE,"33.8154377, -118.1946023",No,4,01,Winter
dog,white,Male,2008-02-25,2018-10-17,normal,owner surrender,otc,2018-10-18,transfer,FALSE,"33.8152958, -118.2111049",No,17,10,Fall
rabbit,gray,Neutered,2020-10-24,2021-10-24,normal,owner surrender,otc,2021-11-02,rescue,FALSE,"33.7639493, -118.1545998",No,4,11,Fall
cat,brown  tabby,Spayed,2017-09-07,2019-09-07,normal,stray,otc,2019-12-08,adoption,FALSE,"33.8742039, -118.1555746",Yes,7,12,Winter
cat,gray,Spayed,2016-09-06,2017-05-31,feral,stray,otc,2017-06-02,return to rescue,FALSE,"33.815446, -118.2021012",No,8,06,Summer
dog,tan,Spayed,2003-01-12,2018-01-12,aged,stray,field,2018-01-13,return to owner,FALSE,"33.815485, -118.1390487",No,22,01,Winter
bird,gray,Unknown,2017-04-06,2017-05-06,injured  mild,wildlife,field,2017-05-07,rescue,FALSE,"33.814552, -118.0991507",No,7,05,Spring
dog,black,Female,2017-11-01,2019-11-01,normal,stray,otc,2019-11-07,transfer,FALSE,"33.8154493, -118.2010953",No,7,11,Fall
cat,orange,Unknown,2009-10-30,2017-10-30,ill severe,stray,field,2017-10-31,euthanasia,TRUE,"33.814597, -118.0964109",No,15,10,Fall
dog,black,Female,2004-03-01,2017-10-22,normal,stray,field,2017-10-25,return to owner,FALSE,"33.8152856, -118.215405",No,21,10,Fall
bird,brown,Unknown,2018-06-28,2019-06-28,injured  severe,wildlife,field,2019-06-28,transfer,FALSE,"33.8154194, -118.1108173",No,6,06,Summer
cat,gray tabby,Female,2017-09-18,2017-09-22,under age/weight,stray,otc,2017-09-22,rescue,FALSE,"33.8154183, -118.1714582",No,7,09,Fall
dog,brown,Neutered,2022-04-08,2024-04-08,normal,quarantine,NA,2024-04-26,return to owner,FALSE,"33.7755444, -118.1542793",No,2,04,Spring
dog,black,Neutered,2019-10-13,2021-10-13,normal,stray,field,2021-11-13,foster to adopt,FALSE,"33.7755186, -118.1543021",Yes,5,11,Fall
dog,tan,Spayed,2012-01-15,2018-05-05,behavior  moderate,owner surrender,otc,2018-05-24,rescue,FALSE,"33.8499896, -118.1893142",No,13,05,Spring
cat,calico,Female,2022-03-19,2022-03-24,under age/weight,stray,otc,2022-03-24,transfer,FALSE,"33.8159889, -118.2119722",No,3,03,Spring
cat,tan,Neutered,2019-04-07,2021-04-08,normal,stray,trap,2021-04-14,adoption,FALSE,"33.8783057, -118.1958007",Yes,5,04,Spring
dog,tricolor,Spayed,2008-03-21,2018-03-21,normal,stray,otc,2018-03-29,rescue,FALSE,"33.8152758, -118.1940184",No,17,03,Spring
dog,brown,Female,2017-04-18,2017-07-18,normal,stray,field,2017-07-26,transfer,FALSE,"33.8174708, -118.1847362",No,7,07,Summer
cat,gray,Neutered,2020-12-06,2021-10-04,injured  moderate,stray,field,2021-10-22,adoption,FALSE,"33.8171059, -118.2143806",Yes,4,10,Fall
dog,brown,Unknown,2017-11-13,2017-11-06,normal,owner surrender,field,2017-11-14,rescue,FALSE,"33.8171059, -118.2143806",No,7,11,Fall
dog,brown,Unknown,2017-11-13,2017-11-06,normal,owner surrender,field,2017-11-14,rescue,FALSE,"33.8171059, -118.2143806",No,7,11,Fall
dog,brown,Female,2014-11-06,2017-11-06,normal,owner surrender,field,2017-11-14,rescue,FALSE,"33.8171059, -118.2143806",No,10,11,Fall
dog,tan,Neutered,2014-11-06,2017-11-06,normal,owner surrender,field,2018-01-10,rescue,FALSE,"33.8171059, -118.2143806",No,10,01,Winter
dog,brown,Male,2014-11-06,2017-11-06,normal,owner surrender,field,2017-11-10,transfer,FALSE,"33.8171059, -118.2143806",No,10,11,Fall
cat,brown  tabby,Spayed,2024-03-09,2024-04-27,under age/weight,stray,otc,2024-05-08,adoption,FALSE,"33.8174708, -118.1847362",Yes,1,05,Spring
